"site","date","channel_grouping","device","sum(sessions)"
Mon cultivar elevage,"2023-04-02",Organic Search,desktop,17
Mon cultivar elevage,"2023-04-02",Organic Search,mobile,2
Mon cultivar elevage,"2023-04-03",Direct,desktop,13
Mon cultivar elevage,"2023-04-03",Email,desktop,9
Mon cultivar elevage,"2023-04-03",Organic Search,desktop,20
Mon cultivar elevage,"2023-04-03",Organic Search,mobile,4
Mon cultivar elevage,"2023-04-03",Organic Search,tablet,2
Mon cultivar elevage,"2023-04-03",Social,desktop,1
Mon cultivar elevage,"2023-04-04",Direct,desktop,7
Mon cultivar elevage,"2023-04-04",Email,desktop,12
Mon cultivar elevage,"2023-04-04",Email,mobile,1
Mon cultivar elevage,"2023-04-04",Organic Search,desktop,21
Mon cultivar elevage,"2023-04-04",Organic Search,mobile,1
Mon cultivar elevage,"2023-04-04",Organic Search,tablet,1
Mon cultivar elevage,"2023-04-05",Direct,desktop,9
Mon cultivar elevage,"2023-04-05",Direct,tablet,1
Mon cultivar elevage,"2023-04-05",Email,desktop,15
Mon cultivar elevage,"2023-04-05",Email,mobile,3
Mon cultivar elevage,"2023-04-05",Organic Search,desktop,33
Mon cultivar elevage,"2023-04-05",Organic Search,mobile,1
Mon cultivar elevage,"2023-04-05",Organic Search,tablet,1
Mon cultivar elevage,"2023-04-05",Social,desktop,1
Mon cultivar elevage,"2023-04-06",Direct,desktop,6
Mon cultivar elevage,"2023-04-06",Direct,mobile,1
Mon cultivar elevage,"2023-04-06",Direct,tablet,1
Mon cultivar elevage,"2023-04-06",Email,desktop,5
Mon cultivar elevage,"2023-04-06",Organic Search,desktop,37
Mon cultivar elevage,"2023-04-07",Direct,desktop,3
Mon cultivar elevage,"2023-04-07",Email,mobile,1
Mon cultivar elevage,"2023-04-07",Organic Search,desktop,25
Mon cultivar elevage,"2023-04-08",Direct,desktop,3
Mon cultivar elevage,"2023-04-08",Direct,mobile,1
Mon cultivar elevage,"2023-04-08",Organic Search,desktop,5
Mon cultivar elevage,"2023-04-08",Organic Search,tablet,2
Mon cultivar elevage,"2023-04-09",Direct,desktop,3
Mon cultivar elevage,"2023-04-09",Direct,mobile,2
Mon cultivar elevage,"2023-04-09",Organic Search,desktop,7
Mon cultivar elevage,"2023-04-09",Organic Search,mobile,2
Mon cultivar elevage,"2023-04-09",Organic Search,tablet,1
Mon cultivar elevage,"2023-04-10",Direct,desktop,2
Mon cultivar elevage,"2023-04-10",Organic Search,desktop,16
Mon cultivar elevage,"2023-04-10",Organic Search,mobile,2
Mon cultivar elevage,"2023-04-10",Organic Search,tablet,1
Mon cultivar elevage,"2023-04-10",Referral,desktop,1
Mon cultivar elevage,"2023-04-11",Direct,desktop,10
Mon cultivar elevage,"2023-04-11",Email,desktop,7
Mon cultivar elevage,"2023-04-11",Organic Search,desktop,28
Mon cultivar elevage,"2023-04-11",Organic Search,tablet,4
Mon cultivar elevage,"2023-04-11",Referral,desktop,3
Mon cultivar elevage,"2023-04-11",Social,desktop,2
Mon cultivar elevage,"2023-04-12",Direct,desktop,11
Mon cultivar elevage,"2023-04-12",Email,desktop,9
Mon cultivar elevage,"2023-04-12",Email,mobile,3
Mon cultivar elevage,"2023-04-12",Email,tablet,1
Mon cultivar elevage,"2023-04-12",Organic Search,desktop,33
Mon cultivar elevage,"2023-04-12",Organic Search,mobile,1
Mon cultivar elevage,"2023-04-12",Referral,desktop,2
Mon cultivar elevage,"2023-04-12",Social,desktop,6
Mon cultivar elevage,"2023-04-13",Direct,desktop,8
Mon cultivar elevage,"2023-04-13",Email,desktop,9
Mon cultivar elevage,"2023-04-13",Email,mobile,2
Mon cultivar elevage,"2023-04-13",Organic Search,desktop,31
Mon cultivar elevage,"2023-04-13",Organic Search,mobile,1
Mon cultivar elevage,"2023-04-13",Referral,desktop,3
Mon cultivar elevage,"2023-04-14",Direct,desktop,13
Mon cultivar elevage,"2023-04-14",Direct,mobile,1
Mon cultivar elevage,"2023-04-14",Email,desktop,26
Mon cultivar elevage,"2023-04-14",Email,mobile,5
Mon cultivar elevage,"2023-04-14",Email,tablet,1
Mon cultivar elevage,"2023-04-14",Organic Search,desktop,39
Mon cultivar elevage,"2023-04-14",Organic Search,mobile,2
Mon cultivar elevage,"2023-04-14",Organic Search,tablet,1
Mon cultivar elevage,"2023-04-14",Referral,desktop,2
Mon cultivar elevage,"2023-04-15",Direct,desktop,1
Mon cultivar elevage,"2023-04-15",Email,desktop,13
Mon cultivar elevage,"2023-04-15",Email,mobile,5
Mon cultivar elevage,"2023-04-15",Organic Search,desktop,8
Mon cultivar elevage,"2023-04-15",Organic Search,mobile,2
Mon cultivar elevage,"2023-04-15",Referral,desktop,1
Mon cultivar elevage,"2023-04-16",Email,desktop,7
Mon cultivar elevage,"2023-04-16",Email,mobile,2
Mon cultivar elevage,"2023-04-16",Organic Search,desktop,10
Mon cultivar elevage,"2023-04-16",Organic Search,mobile,5
Mon cultivar elevage,"2023-04-17",Direct,desktop,12
Mon cultivar elevage,"2023-04-17",Email,desktop,10
Mon cultivar elevage,"2023-04-17",Organic Search,desktop,29
Mon cultivar elevage,"2023-04-17",Organic Search,tablet,1
Mon cultivar elevage,"2023-04-17",Referral,desktop,2
Mon cultivar elevage,"2023-04-18",Direct,desktop,19
Mon cultivar elevage,"2023-04-18",Direct,mobile,1
Mon cultivar elevage,"2023-04-18",Email,desktop,8
Mon cultivar elevage,"2023-04-18",Organic Search,desktop,28
Mon cultivar elevage,"2023-04-18",Organic Search,mobile,1
Mon cultivar elevage,"2023-04-18",Organic Search,tablet,1
Mon cultivar elevage,"2023-04-18",Referral,desktop,1
Mon cultivar elevage,"2023-04-18",Social,desktop,5
Mon cultivar elevage,"2023-04-18",Social,mobile,2
Mon cultivar elevage,"2023-04-19",Direct,desktop,8
Mon cultivar elevage,"2023-04-19",Email,desktop,1
Mon cultivar elevage,"2023-04-19",Organic Search,desktop,34
Mon cultivar elevage,"2023-04-19",Organic Search,tablet,1
Mon cultivar elevage,"2023-04-19",Referral,desktop,1
Mon cultivar elevage,"2023-04-20",Direct,desktop,6
Mon cultivar elevage,"2023-04-20",Email,desktop,8
Mon cultivar elevage,"2023-04-20",Organic Search,desktop,18
Mon cultivar elevage,"2023-04-20",Organic Search,tablet,1
Mon cultivar elevage,"2023-04-20",Referral,desktop,2
Mon cultivar elevage,"2023-04-20",Social,desktop,2
Mon cultivar elevage,"2023-04-20",Social,mobile,2
Mon cultivar elevage,"2023-04-21",Direct,desktop,6
Mon cultivar elevage,"2023-04-21",Email,desktop,8
Mon cultivar elevage,"2023-04-21",Organic Search,desktop,18
Mon cultivar elevage,"2023-04-21",Organic Search,mobile,3
Mon cultivar elevage,"2023-04-21",Referral,desktop,1
Mon cultivar elevage,"2023-04-22",Direct,desktop,1
Mon cultivar elevage,"2023-04-22",Email,desktop,2
Mon cultivar elevage,"2023-04-22",Organic Search,desktop,13
Mon cultivar elevage,"2023-04-22",Organic Search,mobile,1
Mon cultivar elevage,"2023-04-22",Referral,desktop,1
Mon cultivar elevage,"2023-04-23",Organic Search,desktop,3
Mon cultivar elevage,"2023-04-23",Organic Search,mobile,1
Mon cultivar elevage,"2023-04-23",Organic Search,tablet,1
Mon cultivar elevage,"2023-04-23",Social,mobile,1
Mon cultivar elevage,"2023-04-24",Direct,desktop,7
Mon cultivar elevage,"2023-04-24",Direct,mobile,1
Mon cultivar elevage,"2023-04-24",Email,desktop,10
Mon cultivar elevage,"2023-04-24",Email,tablet,1
Mon cultivar elevage,"2023-04-24",Organic Search,desktop,33
Mon cultivar elevage,"2023-04-24",Organic Search,mobile,1
Mon cultivar elevage,"2023-04-24",Social,desktop,2
Mon cultivar elevage,"2023-04-25",Direct,desktop,7
Mon cultivar elevage,"2023-04-25",Email,desktop,7
Mon cultivar elevage,"2023-04-25",Email,mobile,1
Mon cultivar elevage,"2023-04-25",Organic Search,desktop,26
Mon cultivar elevage,"2023-04-26",Direct,desktop,7
Mon cultivar elevage,"2023-04-26",Email,desktop,15
Mon cultivar elevage,"2023-04-26",Organic Search,desktop,23
Mon cultivar elevage,"2023-04-26",Organic Search,mobile,2
Mon cultivar elevage,"2023-04-26",Referral,desktop,1
Mon cultivar elevage,"2023-04-26",Social,desktop,4
Mon cultivar elevage,"2023-04-26",Social,mobile,1
Mon cultivar elevage,"2023-04-27",Direct,desktop,9
Mon cultivar elevage,"2023-04-27",Email,desktop,16
Mon cultivar elevage,"2023-04-27",Email,mobile,3
Mon cultivar elevage,"2023-04-27",Organic Search,desktop,32
Mon cultivar elevage,"2023-04-27",Referral,desktop,1
Mon cultivar elevage,"2023-04-28",Direct,desktop,7
Mon cultivar elevage,"2023-04-28",Direct,mobile,1
Mon cultivar elevage,"2023-04-28",Email,desktop,6
Mon cultivar elevage,"2023-04-28",Organic Search,desktop,29
Mon cultivar elevage,"2023-04-28",Organic Search,mobile,4
Mon cultivar elevage,"2023-04-28",Referral,desktop,2
Mon cultivar elevage,"2023-04-29",Direct,desktop,1
Mon cultivar elevage,"2023-04-29",Email,mobile,1
Mon cultivar elevage,"2023-04-29",Organic Search,desktop,6
Mon cultivar elevage,"2023-04-30",Direct,desktop,1
Mon cultivar elevage,"2023-04-30",Email,desktop,1
Mon cultivar elevage,"2023-04-30",Organic Search,desktop,11
Mon cultivar elevage,"2023-04-30",Organic Search,mobile,2
Mon cultivar elevage,"2023-04-30",Organic Search,tablet,1
Mon cultivar elevage,"2023-04-30",Referral,desktop,1
Mon cultivar elevage,"2023-05-01",Direct,desktop,3
Mon cultivar elevage,"2023-05-01",Organic Search,desktop,18
Mon cultivar elevage,"2023-05-01",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-01",Organic Search,tablet,1
Mon cultivar elevage,"2023-05-01",Social,desktop,1
Mon cultivar elevage,"2023-05-02",Direct,desktop,7
Mon cultivar elevage,"2023-05-02",Email,desktop,8
Mon cultivar elevage,"2023-05-02",Email,mobile,2
Mon cultivar elevage,"2023-05-02",Email,tablet,1
Mon cultivar elevage,"2023-05-02",Organic Search,desktop,26
Mon cultivar elevage,"2023-05-02",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-03",Direct,desktop,11
Mon cultivar elevage,"2023-05-03",Email,desktop,13
Mon cultivar elevage,"2023-05-03",Email,mobile,1
Mon cultivar elevage,"2023-05-03",Organic Search,desktop,19
Mon cultivar elevage,"2023-05-03",Organic Search,mobile,4
Mon cultivar elevage,"2023-05-03",Referral,desktop,3
Mon cultivar elevage,"2023-05-03",Social,desktop,3
Mon cultivar elevage,"2023-05-04",Direct,desktop,15
Mon cultivar elevage,"2023-05-04",Email,desktop,5
Mon cultivar elevage,"2023-05-04",Email,mobile,1
Mon cultivar elevage,"2023-05-04",Organic Search,desktop,30
Mon cultivar elevage,"2023-05-04",Organic Search,mobile,2
Mon cultivar elevage,"2023-05-04",Referral,desktop,1
Mon cultivar elevage,"2023-05-04",Social,desktop,1
Mon cultivar elevage,"2023-05-05",Direct,desktop,9
Mon cultivar elevage,"2023-05-05",Email,desktop,3
Mon cultivar elevage,"2023-05-05",Organic Search,desktop,21
Mon cultivar elevage,"2023-05-05",Organic Search,mobile,4
Mon cultivar elevage,"2023-05-05",Social,mobile,1
Mon cultivar elevage,"2023-05-06",Direct,desktop,2
Mon cultivar elevage,"2023-05-06",Direct,tablet,1
Mon cultivar elevage,"2023-05-06",Organic Search,desktop,13
Mon cultivar elevage,"2023-05-06",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-07",Direct,desktop,5
Mon cultivar elevage,"2023-05-07",Email,desktop,3
Mon cultivar elevage,"2023-05-07",Organic Search,desktop,5
Mon cultivar elevage,"2023-05-07",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-07",Referral,desktop,1
Mon cultivar elevage,"2023-05-08",Direct,desktop,11
Mon cultivar elevage,"2023-05-08",Email,desktop,1
Mon cultivar elevage,"2023-05-08",Organic Search,desktop,19
Mon cultivar elevage,"2023-05-08",Organic Search,mobile,3
Mon cultivar elevage,"2023-05-08",Organic Search,tablet,1
Mon cultivar elevage,"2023-05-09",Direct,desktop,6
Mon cultivar elevage,"2023-05-09",Email,desktop,1
Mon cultivar elevage,"2023-05-09",Organic Search,desktop,20
Mon cultivar elevage,"2023-05-09",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-09",Social,desktop,1
Mon cultivar elevage,"2023-05-10",Direct,desktop,5
Mon cultivar elevage,"2023-05-10",Direct,mobile,1
Mon cultivar elevage,"2023-05-10",Email,desktop,1
Mon cultivar elevage,"2023-05-10",Organic Search,desktop,27
Mon cultivar elevage,"2023-05-10",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-11",Direct,desktop,8
Mon cultivar elevage,"2023-05-11",Direct,mobile,2
Mon cultivar elevage,"2023-05-11",Organic Search,desktop,24
Mon cultivar elevage,"2023-05-11",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-11",Social,desktop,1
Mon cultivar elevage,"2023-05-12",Direct,desktop,8
Mon cultivar elevage,"2023-05-12",Email,desktop,3
Mon cultivar elevage,"2023-05-12",Googles News,desktop,2
Mon cultivar elevage,"2023-05-12",Organic Search,desktop,14
Mon cultivar elevage,"2023-05-12",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-12",Social,desktop,1
Mon cultivar elevage,"2023-05-13",Direct,desktop,1
Mon cultivar elevage,"2023-05-13",Organic Search,desktop,14
Mon cultivar elevage,"2023-05-13",Organic Search,mobile,3
Mon cultivar elevage,"2023-05-14",Direct,desktop,7
Mon cultivar elevage,"2023-05-14",Direct,mobile,1
Mon cultivar elevage,"2023-05-14",Email,desktop,2
Mon cultivar elevage,"2023-05-14",Googles News,tablet,1
Mon cultivar elevage,"2023-05-14",Organic Search,desktop,16
Mon cultivar elevage,"2023-05-14",Organic Search,tablet,1
Mon cultivar elevage,"2023-05-15",Direct,desktop,15
Mon cultivar elevage,"2023-05-15",Organic Search,desktop,27
Mon cultivar elevage,"2023-05-15",Organic Search,mobile,3
Mon cultivar elevage,"2023-05-15",Referral,desktop,1
Mon cultivar elevage,"2023-05-15",Social,desktop,2
Mon cultivar elevage,"2023-05-16",Direct,desktop,8
Mon cultivar elevage,"2023-05-16",Email,desktop,1
Mon cultivar elevage,"2023-05-16",Googles News,desktop,1
Mon cultivar elevage,"2023-05-16",Organic Search,desktop,33
Mon cultivar elevage,"2023-05-16",Referral,desktop,1
Mon cultivar elevage,"2023-05-16",Social,desktop,1
Mon cultivar elevage,"2023-05-17",Direct,desktop,9
Mon cultivar elevage,"2023-05-17",Email,desktop,3
Mon cultivar elevage,"2023-05-17",Email,mobile,1
Mon cultivar elevage,"2023-05-17",Organic Search,desktop,11
Mon cultivar elevage,"2023-05-17",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-17",Organic Search,tablet,2
Mon cultivar elevage,"2023-05-17",Referral,desktop,1
Mon cultivar elevage,"2023-05-17",Social,desktop,1
Mon cultivar elevage,"2023-05-18",Direct,desktop,2
Mon cultivar elevage,"2023-05-18",Email,desktop,8
Mon cultivar elevage,"2023-05-18",Email,mobile,1
Mon cultivar elevage,"2023-05-18",Organic Search,desktop,10
Mon cultivar elevage,"2023-05-18",Social,mobile,1
Mon cultivar elevage,"2023-05-19",Direct,desktop,3
Mon cultivar elevage,"2023-05-19",Email,desktop,3
Mon cultivar elevage,"2023-05-19",Organic Search,desktop,4
Mon cultivar elevage,"2023-05-19",Organic Search,mobile,2
Mon cultivar elevage,"2023-05-19",Organic Search,tablet,1
Mon cultivar elevage,"2023-05-20",Direct,desktop,1
Mon cultivar elevage,"2023-05-20",Organic Search,desktop,7
Mon cultivar elevage,"2023-05-21",Direct,desktop,1
Mon cultivar elevage,"2023-05-21",Direct,mobile,1
Mon cultivar elevage,"2023-05-21",Email,desktop,1
Mon cultivar elevage,"2023-05-21",Organic Search,desktop,9
Mon cultivar elevage,"2023-05-21",Organic Search,mobile,2
Mon cultivar elevage,"2023-05-22",Direct,desktop,7
Mon cultivar elevage,"2023-05-22",Email,desktop,18
Mon cultivar elevage,"2023-05-22",Email,mobile,1
Mon cultivar elevage,"2023-05-22",Organic Search,desktop,22
Mon cultivar elevage,"2023-05-22",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-22",Social,desktop,2
Mon cultivar elevage,"2023-05-22",Social,mobile,1
Mon cultivar elevage,"2023-05-23",Direct,desktop,7
Mon cultivar elevage,"2023-05-23",Email,desktop,17
Mon cultivar elevage,"2023-05-23",Organic Search,desktop,18
Mon cultivar elevage,"2023-05-23",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-23",Social,desktop,2
Mon cultivar elevage,"2023-05-24",Direct,desktop,5
Mon cultivar elevage,"2023-05-24",Email,desktop,2
Mon cultivar elevage,"2023-05-24",Email,mobile,1
Mon cultivar elevage,"2023-05-24",Organic Search,desktop,17
Mon cultivar elevage,"2023-05-24",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-24",Organic Search,tablet,1
Mon cultivar elevage,"2023-05-24",Referral,desktop,1
Mon cultivar elevage,"2023-05-25",Direct,desktop,9
Mon cultivar elevage,"2023-05-25",Direct,mobile,1
Mon cultivar elevage,"2023-05-25",Email,desktop,3
Mon cultivar elevage,"2023-05-25",Organic Search,desktop,22
Mon cultivar elevage,"2023-05-25",Organic Search,mobile,5
Mon cultivar elevage,"2023-05-25",Organic Search,tablet,2
Mon cultivar elevage,"2023-05-26",Direct,desktop,11
Mon cultivar elevage,"2023-05-26",Email,desktop,10
Mon cultivar elevage,"2023-05-26",Organic Search,desktop,25
Mon cultivar elevage,"2023-05-26",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-27",Organic Search,desktop,9
Mon cultivar elevage,"2023-05-27",Organic Search,mobile,2
Mon cultivar elevage,"2023-05-27",Organic Search,tablet,1
Mon cultivar elevage,"2023-05-28",Organic Search,desktop,4
Mon cultivar elevage,"2023-05-28",Organic Search,tablet,2
Mon cultivar elevage,"2023-05-28",Social,desktop,1
Mon cultivar elevage,"2023-05-29",Direct,desktop,8
Mon cultivar elevage,"2023-05-29",Direct,mobile,1
Mon cultivar elevage,"2023-05-29",Email,desktop,1
Mon cultivar elevage,"2023-05-29",Organic Search,desktop,9
Mon cultivar elevage,"2023-05-29",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-29",Organic Search,tablet,1
Mon cultivar elevage,"2023-05-30",Direct,desktop,9
Mon cultivar elevage,"2023-05-30",Email,desktop,4
Mon cultivar elevage,"2023-05-30",Email,mobile,1
Mon cultivar elevage,"2023-05-30",Organic Search,desktop,32
Mon cultivar elevage,"2023-05-30",Organic Search,mobile,2
Mon cultivar elevage,"2023-05-30",Social,desktop,1
Mon cultivar elevage,"2023-05-31",Direct,desktop,14
Mon cultivar elevage,"2023-05-31",Email,desktop,6
Mon cultivar elevage,"2023-05-31",Email,mobile,1
Mon cultivar elevage,"2023-05-31",Email,tablet,1
Mon cultivar elevage,"2023-05-31",Organic Search,desktop,15
Mon cultivar elevage,"2023-05-31",Organic Search,mobile,1
Mon cultivar elevage,"2023-05-31",Organic Search,tablet,1
Mon cultivar elevage,"2023-05-31",Referral,desktop,2
Mon cultivar elevage,"2023-06-01",Direct,desktop,10
Mon cultivar elevage,"2023-06-01",Email,desktop,7
Mon cultivar elevage,"2023-06-01",Organic Search,desktop,31
Mon cultivar elevage,"2023-06-01",Organic Search,mobile,1
Mon cultivar elevage,"2023-06-01",Referral,desktop,1
Mon cultivar elevage,"2023-06-02",Direct,desktop,4
Mon cultivar elevage,"2023-06-02",Email,desktop,10
Mon cultivar elevage,"2023-06-02",Organic Search,desktop,16
Mon cultivar elevage,"2023-06-02",Organic Search,mobile,2
Mon cultivar elevage,"2023-06-02",Organic Search,tablet,1
Mon cultivar elevage,"2023-06-03",Direct,desktop,1
Mon cultivar elevage,"2023-06-03",Email,desktop,4
Mon cultivar elevage,"2023-06-03",Organic Search,desktop,14
Mon cultivar elevage,"2023-06-03",Organic Search,mobile,2
Mon cultivar elevage,"2023-06-03",Organic Search,tablet,1
Mon cultivar elevage,"2023-06-04",Direct,desktop,1
Mon cultivar elevage,"2023-06-04",Email,desktop,2
Mon cultivar elevage,"2023-06-04",Organic Search,desktop,8
Mon cultivar elevage,"2023-06-04",Organic Search,mobile,1
Mon cultivar elevage,"2023-06-04",Organic Search,tablet,1
Mon cultivar elevage,"2023-06-05",Direct,desktop,12
Mon cultivar elevage,"2023-06-05",Email,desktop,4
Mon cultivar elevage,"2023-06-05",Organic Search,desktop,25
Mon cultivar elevage,"2023-06-06",Direct,desktop,6
Mon cultivar elevage,"2023-06-06",Organic Search,desktop,28
Mon cultivar elevage,"2023-06-06",Organic Search,mobile,5
Mon cultivar elevage,"2023-06-06",Social,desktop,3
Mon cultivar elevage,"2023-06-06",Social,mobile,1
Mon cultivar elevage,"2023-06-07",Direct,desktop,6
Mon cultivar elevage,"2023-06-07",Organic Search,desktop,18
Mon cultivar elevage,"2023-06-07",Organic Search,mobile,2
Mon cultivar elevage,"2023-06-08",Direct,desktop,5
Mon cultivar elevage,"2023-06-08",Organic Search,desktop,29
Mon cultivar elevage,"2023-06-08",Organic Search,mobile,2
Mon cultivar elevage,"2023-06-08",Referral,desktop,2
Mon cultivar elevage,"2023-06-09",Direct,desktop,5
Mon cultivar elevage,"2023-06-09",Email,desktop,2
Mon cultivar elevage,"2023-06-09",Organic Search,desktop,17
Mon cultivar elevage,"2023-06-09",Organic Search,mobile,2
Mon cultivar elevage,"2023-06-09",Organic Search,tablet,1
Mon cultivar elevage,"2023-06-09",Referral,desktop,1
Mon cultivar elevage,"2023-06-10",Direct,desktop,1
Mon cultivar elevage,"2023-06-10",Direct,tablet,1
Mon cultivar elevage,"2023-06-10",Organic Search,desktop,11
Mon cultivar elevage,"2023-06-10",Organic Search,mobile,1
Mon cultivar elevage,"2023-06-11",Direct,desktop,1
Mon cultivar elevage,"2023-06-11",Organic Search,desktop,11
Mon cultivar elevage,"2023-06-12",Direct,desktop,8
Mon cultivar elevage,"2023-06-12",Organic Search,desktop,19
Mon cultivar elevage,"2023-06-13",Direct,desktop,5
Mon cultivar elevage,"2023-06-13",Organic Search,desktop,21
Mon cultivar elevage,"2023-06-13",Organic Search,tablet,1
Mon cultivar elevage,"2023-06-14",Direct,desktop,14
Mon cultivar elevage,"2023-06-14",Organic Search,desktop,20
Mon cultivar elevage,"2023-06-14",Organic Search,tablet,1
Mon cultivar elevage,"2023-06-15",Direct,desktop,8
Mon cultivar elevage,"2023-06-15",Organic Search,desktop,17
Mon cultivar elevage,"2023-06-15",Organic Search,mobile,1
Mon cultivar elevage,"2023-06-16",Direct,desktop,6
Mon cultivar elevage,"2023-06-16",Organic Search,desktop,21
Mon cultivar elevage,"2023-06-16",Referral,desktop,1
Mon cultivar elevage,"2023-06-17",Organic Search,desktop,8
Mon cultivar elevage,"2023-06-17",Organic Search,mobile,1
Mon cultivar elevage,"2023-06-17",Organic Search,tablet,1
Mon viti,"2023-01-01",Direct,desktop,3
Mon viti,"2023-01-01",Direct,mobile,5
Mon viti,"2023-01-01",Organic Search,desktop,15
Mon viti,"2023-01-01",Organic Search,mobile,50
Mon viti,"2023-01-01",Organic Search,tablet,3
Mon viti,"2023-01-01",Social,mobile,1
Mon viti,"2023-01-02",Direct,desktop,15
Mon viti,"2023-01-02",Direct,mobile,8
Mon viti,"2023-01-02",Organic Search,desktop,67
Mon viti,"2023-01-02",Organic Search,mobile,49
Mon viti,"2023-01-02",Organic Search,tablet,1
Mon viti,"2023-01-02",Referral,desktop,1
Mon viti,"2023-01-02",Referral,mobile,1
Mon viti,"2023-01-02",Social,mobile,1
Mon viti,"2023-01-03",Direct,desktop,28
Mon viti,"2023-01-03",Direct,mobile,11
Mon viti,"2023-01-03",Direct,tablet,1
Mon viti,"2023-01-03",Organic Search,desktop,92
Mon viti,"2023-01-03",Organic Search,mobile,57
Mon viti,"2023-01-03",Organic Search,tablet,1
Mon viti,"2023-01-03",Referral,desktop,3
Mon viti,"2023-01-03",Referral,mobile,1
Mon viti,"2023-01-03",Social,desktop,2
Mon viti,"2023-01-03",Social,mobile,8
Mon viti,"2023-01-04",Direct,desktop,24
Mon viti,"2023-01-04",Direct,mobile,10
Mon viti,"2023-01-04",Direct,tablet,1
Mon viti,"2023-01-04",Organic Search,desktop,124
Mon viti,"2023-01-04",Organic Search,mobile,49
Mon viti,"2023-01-04",Referral,desktop,4
Mon viti,"2023-01-04",Social,desktop,2
Mon viti,"2023-01-04",Social,mobile,2
Mon viti,"2023-01-05",Direct,desktop,71
Mon viti,"2023-01-05",Direct,mobile,39
Mon viti,"2023-01-05",Email,desktop,8
Mon viti,"2023-01-05",Organic Search,desktop,110
Mon viti,"2023-01-05",Organic Search,mobile,61
Mon viti,"2023-01-05",Organic Search,tablet,3
Mon viti,"2023-01-05",Referral,desktop,8
Mon viti,"2023-01-05",Social,desktop,1
Mon viti,"2023-01-05",Social,mobile,14
Mon viti,"2023-01-06",Direct,desktop,73
Mon viti,"2023-01-06",Direct,mobile,39
Mon viti,"2023-01-06",Email,desktop,4
Mon viti,"2023-01-06",Organic Search,desktop,94
Mon viti,"2023-01-06",Organic Search,mobile,51
Mon viti,"2023-01-06",Referral,desktop,8
Mon viti,"2023-01-06",Social,desktop,4
Mon viti,"2023-01-06",Social,mobile,11
Mon viti,"2023-01-07",Direct,desktop,17
Mon viti,"2023-01-07",Direct,mobile,16
Mon viti,"2023-01-07",Organic Search,desktop,37
Mon viti,"2023-01-07",Organic Search,mobile,60
Mon viti,"2023-01-07",Organic Search,tablet,3
Mon viti,"2023-01-07",Referral,mobile,1
Mon viti,"2023-01-07",Social,mobile,13
Mon viti,"2023-01-07",Social,tablet,1
Mon viti,"2023-01-08",Direct,desktop,5
Mon viti,"2023-01-08",Direct,mobile,11
Mon viti,"2023-01-08",Organic Search,desktop,49
Mon viti,"2023-01-08",Organic Search,mobile,71
Mon viti,"2023-01-08",Organic Search,tablet,1
Mon viti,"2023-01-08",Referral,desktop,1
Mon viti,"2023-01-08",Social,mobile,6
Mon viti,"2023-01-09",Direct,desktop,51
Mon viti,"2023-01-09",Direct,mobile,18
Mon viti,"2023-01-09",Organic Search,desktop,134
Mon viti,"2023-01-09",Organic Search,mobile,79
Mon viti,"2023-01-09",Referral,desktop,3
Mon viti,"2023-01-09",Referral,mobile,1
Mon viti,"2023-01-09",Social,desktop,5
Mon viti,"2023-01-09",Social,mobile,26
Mon viti,"2023-01-10",Direct,desktop,39
Mon viti,"2023-01-10",Direct,mobile,22
Mon viti,"2023-01-10",Organic Search,desktop,109
Mon viti,"2023-01-10",Organic Search,mobile,68
Mon viti,"2023-01-10",Organic Search,tablet,5
Mon viti,"2023-01-10",Referral,desktop,4
Mon viti,"2023-01-10",Referral,mobile,1
Mon viti,"2023-01-10",Social,desktop,1
Mon viti,"2023-01-10",Social,mobile,19
Mon viti,"2023-01-11",Direct,desktop,33
Mon viti,"2023-01-11",Direct,mobile,11
Mon viti,"2023-01-11",Organic Search,desktop,125
Mon viti,"2023-01-11",Organic Search,mobile,69
Mon viti,"2023-01-11",Organic Search,tablet,2
Mon viti,"2023-01-11",Referral,desktop,8
Mon viti,"2023-01-11",Social,desktop,2
Mon viti,"2023-01-11",Social,mobile,15
Mon viti,"2023-01-12",Direct,desktop,94
Mon viti,"2023-01-12",Direct,mobile,63
Mon viti,"2023-01-12",Direct,tablet,3
Mon viti,"2023-01-12",Email,desktop,8
Mon viti,"2023-01-12",Googles News,mobile,1
Mon viti,"2023-01-12",Organic Search,desktop,106
Mon viti,"2023-01-12",Organic Search,mobile,66
Mon viti,"2023-01-12",Organic Search,tablet,5
Mon viti,"2023-01-12",Referral,desktop,15
Mon viti,"2023-01-12",Referral,mobile,1
