"site","date","channel_grouping","device","sum(sessions)"
Cultivar,"2023-01-06",Organic Search,desktop,75
Cultivar,"2023-01-06",Organic Search,mobile,49
Cultivar,"2023-01-06",Organic Search,tablet,4
Cultivar,"2023-01-06",Referral,desktop,1
Cultivar,"2023-01-06",Social,desktop,5
Cultivar,"2023-01-06",Social,mobile,10
Cultivar,"2023-01-06",Social,tablet,1
Cultivar,"2023-01-07",Direct,desktop,6
Cultivar,"2023-01-07",Direct,mobile,20
Cultivar,"2023-01-07",Email,desktop,14
Cultivar,"2023-01-07",Email,mobile,17
Cultivar,"2023-01-07",Email,tablet,5
Cultivar,"2023-01-07",Organic Search,desktop,28
Cultivar,"2023-01-07",Organic Search,mobile,65
Cultivar,"2023-01-07",Organic Search,tablet,2
Cultivar,"2023-01-07",Referral,desktop,2
Cultivar,"2023-01-07",Social,mobile,5
Cultivar,"2023-01-08",Direct,desktop,7
Cultivar,"2023-01-08",Direct,mobile,11
Cultivar,"2023-01-08",Email,desktop,11
Cultivar,"2023-01-08",Email,mobile,8
Cultivar,"2023-01-08",Email,tablet,7
Cultivar,"2023-01-08",Googles News,mobile,1
Cultivar,"2023-01-08",Organic Search,desktop,51
Cultivar,"2023-01-08",Organic Search,mobile,46
Cultivar,"2023-01-08",Organic Search,tablet,3
Cultivar,"2023-01-08",Social,desktop,2
Cultivar,"2023-01-08",Social,mobile,4
Cultivar,"2023-01-09",Autopromotion,mobile,1
Cultivar,"2023-01-09",Autopromotion,tablet,1
Cultivar,"2023-01-09",Direct,desktop,31
Cultivar,"2023-01-09",Direct,mobile,21
Cultivar,"2023-01-09",Direct,tablet,1
Cultivar,"2023-01-09",Email,desktop,35
Cultivar,"2023-01-09",Email,mobile,44
Cultivar,"2023-01-09",Email,tablet,2
Cultivar,"2023-01-09",Organic Search,desktop,122
Cultivar,"2023-01-09",Organic Search,mobile,63
Cultivar,"2023-01-09",Organic Search,tablet,5
Cultivar,"2023-01-09",Social,desktop,5
Cultivar,"2023-01-09",Social,mobile,13
Cultivar,"2023-01-10",Direct,desktop,19
Cultivar,"2023-01-10",Direct,mobile,32
Cultivar,"2023-01-10",Email,desktop,61
Cultivar,"2023-01-10",Email,mobile,68
Cultivar,"2023-01-10",Organic Search,desktop,92
Cultivar,"2023-01-10",Organic Search,mobile,64
Cultivar,"2023-01-10",Organic Search,tablet,1
Cultivar,"2023-01-10",Referral,desktop,1
Cultivar,"2023-01-10",Social,desktop,2
Cultivar,"2023-01-10",Social,mobile,89
Cultivar,"2023-01-11",Direct,desktop,23
Cultivar,"2023-01-11",Direct,mobile,24
Cultivar,"2023-01-11",Direct,tablet,1
Cultivar,"2023-01-11",Email,desktop,98
Cultivar,"2023-01-11",Email,mobile,117
Cultivar,"2023-01-11",Googles News,desktop,1
Cultivar,"2023-01-11",Organic Search,desktop,87
Cultivar,"2023-01-11",Organic Search,mobile,84
Cultivar,"2023-01-11",Organic Search,tablet,2
Cultivar,"2023-01-11",Referral,desktop,3
Cultivar,"2023-01-11",Social,desktop,6
Cultivar,"2023-01-11",Social,mobile,72
Cultivar,"2023-01-11",Social,tablet,1
Cultivar,"2023-01-12",Direct,desktop,29
Cultivar,"2023-01-12",Direct,mobile,21
Cultivar,"2023-01-12",Email,desktop,86
Cultivar,"2023-01-12",Email,mobile,102
Cultivar,"2023-01-12",Email,tablet,3
Cultivar,"2023-01-12",Googles News,mobile,1
Cultivar,"2023-01-12",Organic Search,desktop,96
Cultivar,"2023-01-12",Organic Search,mobile,82
Cultivar,"2023-01-12",Organic Search,tablet,2
Cultivar,"2023-01-12",Referral,desktop,2
Cultivar,"2023-01-12",Social,desktop,2
Cultivar,"2023-01-12",Social,mobile,29
Cultivar,"2023-01-13",Direct,desktop,17
Cultivar,"2023-01-13",Direct,mobile,15
Cultivar,"2023-01-13",Direct,tablet,1
Cultivar,"2023-01-13",Email,desktop,75
Cultivar,"2023-01-13",Email,mobile,90
Cultivar,"2023-01-13",Email,tablet,2
Cultivar,"2023-01-13",Googles News,mobile,1
Cultivar,"2023-01-13",Organic Search,desktop,71
Cultivar,"2023-01-13",Organic Search,mobile,66
Cultivar,"2023-01-13",Organic Search,tablet,2
Cultivar,"2023-01-13",Referral,desktop,1
Cultivar,"2023-01-13",Social,desktop,2
Cultivar,"2023-01-13",Social,mobile,24
Cultivar,"2023-01-14",Direct,desktop,11
Cultivar,"2023-01-14",Direct,mobile,16
Cultivar,"2023-01-14",Direct,tablet,1
Cultivar,"2023-01-14",Email,desktop,41
Cultivar,"2023-01-14",Email,mobile,56
Cultivar,"2023-01-14",Email,tablet,5
Cultivar,"2023-01-14",Organic Search,desktop,20
Cultivar,"2023-01-14",Organic Search,mobile,52
Cultivar,"2023-01-14",Organic Search,smart tv,1
Cultivar,"2023-01-14",Referral,desktop,3
Cultivar,"2023-01-14",Social,mobile,9
Cultivar,"2023-01-14",Social,tablet,1
Cultivar,"2023-01-15",Direct,desktop,10
Cultivar,"2023-01-15",Direct,mobile,11
Cultivar,"2023-01-15",Email,desktop,5
Cultivar,"2023-01-15",Email,mobile,19
Cultivar,"2023-01-15",Organic Search,desktop,36
Cultivar,"2023-01-15",Organic Search,mobile,55
Cultivar,"2023-01-15",Organic Search,tablet,1
Cultivar,"2023-01-15",Social,mobile,7
Cultivar,"2023-01-16",Direct,desktop,24
Cultivar,"2023-01-16",Direct,mobile,16
Cultivar,"2023-01-16",Email,desktop,80
Cultivar,"2023-01-16",Email,mobile,96
Cultivar,"2023-01-16",Email,tablet,4
Cultivar,"2023-01-16",Organic Search,desktop,106
Cultivar,"2023-01-16",Organic Search,mobile,64
Cultivar,"2023-01-16",Organic Search,tablet,1
Cultivar,"2023-01-16",Referral,desktop,1
Cultivar,"2023-01-16",Social,desktop,2
Cultivar,"2023-01-16",Social,mobile,16
Cultivar,"2023-01-16",Social,tablet,1
Cultivar,"2023-01-17",Direct,desktop,26
Cultivar,"2023-01-17",Direct,mobile,19
Cultivar,"2023-01-17",Email,desktop,102
Cultivar,"2023-01-17",Email,mobile,124
Cultivar,"2023-01-17",Email,tablet,2
Cultivar,"2023-01-17",Googles News,mobile,1
Cultivar,"2023-01-17",Organic Search,desktop,93
Cultivar,"2023-01-17",Organic Search,mobile,76
Cultivar,"2023-01-17",Organic Search,tablet,1
Cultivar,"2023-01-17",Referral,desktop,10
Cultivar,"2023-01-17",Social,mobile,8
Cultivar,"2023-01-17",Social,tablet,1
Cultivar,"2023-01-18",Direct,desktop,36
Cultivar,"2023-01-18",Direct,mobile,43
Cultivar,"2023-01-18",Direct,tablet,1
Cultivar,"2023-01-18",Email,desktop,77
Cultivar,"2023-01-18",Email,mobile,92
Cultivar,"2023-01-18",Email,tablet,1
Cultivar,"2023-01-18",Organic Search,desktop,119
Cultivar,"2023-01-18",Organic Search,mobile,66
Cultivar,"2023-01-18",Organic Search,tablet,2
Cultivar,"2023-01-18",Social,desktop,3
Cultivar,"2023-01-18",Social,mobile,36
Cultivar,"2023-01-19",Direct,desktop,24
Cultivar,"2023-01-19",Direct,mobile,38
Cultivar,"2023-01-19",Email,desktop,84
Cultivar,"2023-01-19",Email,mobile,87
Cultivar,"2023-01-19",Email,tablet,4
Cultivar,"2023-01-19",Organic Search,desktop,71
Cultivar,"2023-01-19",Organic Search,mobile,77
Cultivar,"2023-01-19",Organic Search,tablet,4
Cultivar,"2023-01-19",Referral,desktop,1
Cultivar,"2023-01-19",Social,desktop,10
Cultivar,"2023-01-19",Social,mobile,6
Cultivar,"2023-01-20",Direct,desktop,21
Cultivar,"2023-01-20",Direct,mobile,35
Cultivar,"2023-01-20",Direct,tablet,1
Cultivar,"2023-01-20",Email,desktop,96
Cultivar,"2023-01-20",Email,mobile,121
Cultivar,"2023-01-20",Email,tablet,5
Cultivar,"2023-01-20",Organic Search,desktop,90
Cultivar,"2023-01-20",Organic Search,mobile,66
Cultivar,"2023-01-20",Organic Search,tablet,3
Cultivar,"2023-01-20",Referral,desktop,5
Cultivar,"2023-01-20",Social,desktop,4
Cultivar,"2023-01-20",Social,mobile,10
Cultivar,"2023-01-21",Direct,desktop,5
Cultivar,"2023-01-21",Direct,mobile,31
Cultivar,"2023-01-21",Email,desktop,44
Cultivar,"2023-01-21",Email,mobile,57
Cultivar,"2023-01-21",Email,tablet,2
Cultivar,"2023-01-21",Googles News,desktop,1
Cultivar,"2023-01-21",Googles News,mobile,1
Cultivar,"2023-01-21",Organic Search,desktop,36
Cultivar,"2023-01-21",Organic Search,mobile,54
Cultivar,"2023-01-21",Social,desktop,2
Cultivar,"2023-01-21",Social,mobile,6
Cultivar,"2023-01-22",Direct,desktop,8
Cultivar,"2023-01-22",Direct,mobile,25
Cultivar,"2023-01-22",Direct,tablet,2
Cultivar,"2023-01-22",Email,desktop,11
Cultivar,"2023-01-22",Email,mobile,20
Cultivar,"2023-01-22",Googles News,mobile,2
Cultivar,"2023-01-22",Organic Search,desktop,41
Cultivar,"2023-01-22",Organic Search,mobile,79
Cultivar,"2023-01-22",Organic Search,tablet,2
Cultivar,"2023-01-22",Social,desktop,3
Cultivar,"2023-01-22",Social,mobile,1
Cultivar,"2023-01-23",Direct,desktop,34
Cultivar,"2023-01-23",Direct,mobile,10
Cultivar,"2023-01-23",Email,desktop,80
Cultivar,"2023-01-23",Email,mobile,80
Cultivar,"2023-01-23",Googles News,desktop,1
Cultivar,"2023-01-23",Googles News,mobile,2
Cultivar,"2023-01-23",Organic Search,desktop,109
Cultivar,"2023-01-23",Organic Search,mobile,69
Cultivar,"2023-01-23",Organic Search,tablet,2
Cultivar,"2023-01-23",Referral,desktop,3
Cultivar,"2023-01-23",Referral,mobile,1
Cultivar,"2023-01-23",Social,mobile,17
Cultivar,"2023-01-23",Social,tablet,1
Cultivar,"2023-01-24",Direct,desktop,21
Cultivar,"2023-01-24",Direct,mobile,43
Cultivar,"2023-01-24",Email,desktop,112
Cultivar,"2023-01-24",Email,mobile,128
Cultivar,"2023-01-24",Email,tablet,3
Cultivar,"2023-01-24",Googles News,desktop,2
Cultivar,"2023-01-24",Organic Search,desktop,112
Cultivar,"2023-01-24",Organic Search,mobile,107
Cultivar,"2023-01-24",Organic Search,tablet,1
Cultivar,"2023-01-24",Referral,desktop,1
Cultivar,"2023-01-24",Social,desktop,15
Cultivar,"2023-01-24",Social,mobile,40
Cultivar,"2023-01-25",Direct,desktop,26
Cultivar,"2023-01-25",Direct,mobile,43
Cultivar,"2023-01-25",Email,desktop,115
Cultivar,"2023-01-25",Email,mobile,133
Cultivar,"2023-01-25",Email,tablet,6
Cultivar,"2023-01-25",Organic Search,desktop,97
Cultivar,"2023-01-25",Organic Search,mobile,76
Cultivar,"2023-01-25",Organic Search,tablet,3
Cultivar,"2023-01-25",Referral,desktop,4
Cultivar,"2023-01-25",Social,desktop,4
Cultivar,"2023-01-25",Social,mobile,78
Cultivar,"2023-01-26",Direct,desktop,30
Cultivar,"2023-01-26",Direct,mobile,34
Cultivar,"2023-01-26",Email,desktop,85
Cultivar,"2023-01-26",Email,mobile,120
Cultivar,"2023-01-26",Email,tablet,2
Cultivar,"2023-01-26",Organic Search,desktop,92
Cultivar,"2023-01-26",Organic Search,mobile,113
Cultivar,"2023-01-26",Organic Search,tablet,2
Cultivar,"2023-01-26",Referral,desktop,5
Cultivar,"2023-01-26",Social,desktop,4
Cultivar,"2023-01-26",Social,mobile,27
Cultivar,"2023-01-27",Direct,desktop,34
Cultivar,"2023-01-27",Direct,mobile,38
Cultivar,"2023-01-27",Email,desktop,89
Cultivar,"2023-01-27",Email,mobile,131
Cultivar,"2023-01-27",Email,tablet,2
Cultivar,"2023-01-27",Organic Search,desktop,70
Cultivar,"2023-01-27",Organic Search,mobile,75
Cultivar,"2023-01-27",Organic Search,tablet,3
Cultivar,"2023-01-27",Referral,desktop,5
Cultivar,"2023-01-27",Social,desktop,2
Cultivar,"2023-01-27",Social,mobile,28
Cultivar,"2023-01-28",Direct,desktop,5
Cultivar,"2023-01-28",Direct,mobile,48
Cultivar,"2023-01-28",Direct,tablet,1
Cultivar,"2023-01-28",Email,desktop,44
Cultivar,"2023-01-28",Email,mobile,76
Cultivar,"2023-01-28",Email,tablet,1
Cultivar,"2023-01-28",Organic Search,desktop,25
Cultivar,"2023-01-28",Organic Search,mobile,68
Cultivar,"2023-01-28",Organic Search,tablet,5
Cultivar,"2023-01-28",Social,desktop,2
Cultivar,"2023-01-28",Social,mobile,25
Cultivar,"2023-01-29",Direct,desktop,6
Cultivar,"2023-01-29",Direct,mobile,112
Cultivar,"2023-01-29",Direct,tablet,2
Cultivar,"2023-01-29",Email,desktop,12
Cultivar,"2023-01-29",Email,mobile,17
Cultivar,"2023-01-29",Organic Search,desktop,37
Cultivar,"2023-01-29",Organic Search,mobile,100
Cultivar,"2023-01-29",Organic Search,tablet,6
Cultivar,"2023-01-29",Referral,desktop,2
Cultivar,"2023-01-29",Social,desktop,1
Cultivar,"2023-01-29",Social,mobile,10
Cultivar,"2023-01-30",Direct,desktop,47
Cultivar,"2023-01-30",Direct,mobile,105
Cultivar,"2023-01-30",Direct,tablet,1
Cultivar,"2023-01-30",Email,desktop,92
Cultivar,"2023-01-30",Email,mobile,74
Cultivar,"2023-01-30",Email,tablet,1
Cultivar,"2023-01-30",Organic Search,desktop,100
Cultivar,"2023-01-30",Organic Search,mobile,134
Cultivar,"2023-01-30",Organic Search,tablet,4
Cultivar,"2023-01-30",Referral,desktop,1
Cultivar,"2023-01-30",Social,desktop,7
Cultivar,"2023-01-30",Social,mobile,62
Cultivar,"2023-01-31",Direct,desktop,26
Cultivar,"2023-01-31",Direct,mobile,56
Cultivar,"2023-01-31",Direct,tablet,1
Cultivar,"2023-01-31",Email,desktop,122
Cultivar,"2023-01-31",Email,mobile,136
Cultivar,"2023-01-31",Email,tablet,3
Cultivar,"2023-01-31",Organic Search,desktop,89
Cultivar,"2023-01-31",Organic Search,mobile,97
Cultivar,"2023-01-31",Organic Search,tablet,6
Cultivar,"2023-01-31",Referral,desktop,1
Cultivar,"2023-01-31",Referral,mobile,1
Cultivar,"2023-01-31",Social,desktop,11
Cultivar,"2023-01-31",Social,mobile,90
Cultivar,"2023-01-31",Social,tablet,1
Cultivar,"2023-02-01",Direct,desktop,36
Cultivar,"2023-02-01",Direct,mobile,45
Cultivar,"2023-02-01",Direct,tablet,2
Cultivar,"2023-02-01",Email,desktop,109
Cultivar,"2023-02-01",Email,mobile,101
Cultivar,"2023-02-01",Email,tablet,1
Cultivar,"2023-02-01",Organic Search,desktop,96
Cultivar,"2023-02-01",Organic Search,mobile,104
Cultivar,"2023-02-01",Organic Search,tablet,4
Cultivar,"2023-02-01",Referral,desktop,6
Cultivar,"2023-02-01",Referral,mobile,1
Cultivar,"2023-02-01",Social,desktop,9
Cultivar,"2023-02-01",Social,mobile,44
Cultivar,"2023-02-02",Direct,desktop,26
Cultivar,"2023-02-02",Direct,mobile,42
Cultivar,"2023-02-02",Email,desktop,57
Cultivar,"2023-02-02",Email,mobile,43
Cultivar,"2023-02-02",Email,tablet,1
Cultivar,"2023-02-02",Googles News,desktop,3
Cultivar,"2023-02-02",Organic Search,desktop,94
Cultivar,"2023-02-02",Organic Search,mobile,90
Cultivar,"2023-02-02",Organic Search,tablet,2
Cultivar,"2023-02-02",Referral,desktop,1
Cultivar,"2023-02-02",Referral,mobile,1
Cultivar,"2023-02-02",Social,desktop,6
Cultivar,"2023-02-02",Social,mobile,64
Cultivar,"2023-02-03",Direct,desktop,30
Cultivar,"2023-02-03",Direct,mobile,50
Cultivar,"2023-02-03",Direct,tablet,2
Cultivar,"2023-02-03",Email,desktop,90
Cultivar,"2023-02-03",Email,mobile,82
Cultivar,"2023-02-03",Email,tablet,5
Cultivar,"2023-02-03",Organic Search,desktop,83
Cultivar,"2023-02-03",Organic Search,mobile,82
Cultivar,"2023-02-03",Organic Search,tablet,3
Cultivar,"2023-02-03",Referral,desktop,2
Cultivar,"2023-02-03",Referral,mobile,2
Cultivar,"2023-02-03",Social,desktop,8
Cultivar,"2023-02-03",Social,mobile,81
Cultivar,"2023-02-04",Direct,desktop,7
Cultivar,"2023-02-04",Direct,mobile,152
Cultivar,"2023-02-04",Direct,tablet,4
Cultivar,"2023-02-04",Email,desktop,44
Cultivar,"2023-02-04",Email,mobile,39
Cultivar,"2023-02-04",Organic Search,desktop,29
Cultivar,"2023-02-04",Organic Search,mobile,116
Cultivar,"2023-02-04",Organic Search,tablet,6
Cultivar,"2023-02-04",Referral,mobile,1
Cultivar,"2023-02-04",Social,desktop,3
Cultivar,"2023-02-04",Social,mobile,54
Cultivar,"2023-02-05",Direct,desktop,9
Cultivar,"2023-02-05",Direct,mobile,155
Cultivar,"2023-02-05",Direct,tablet,5
Cultivar,"2023-02-05",Email,desktop,12
Cultivar,"2023-02-05",Email,mobile,19
Cultivar,"2023-02-05",Organic Search,desktop,47
Cultivar,"2023-02-05",Organic Search,mobile,121
Cultivar,"2023-02-05",Organic Search,tablet,3
Cultivar,"2023-02-05",Referral,desktop,1
Cultivar,"2023-02-05",Social,desktop,1
Cultivar,"2023-02-05",Social,mobile,8
Cultivar,"2023-02-06",Direct,desktop,40
Cultivar,"2023-02-06",Direct,mobile,96
Cultivar,"2023-02-06",Direct,tablet,2
Cultivar,"2023-02-06",Email,desktop,76
Cultivar,"2023-02-06",Email,mobile,67
Cultivar,"2023-02-06",Email,tablet,1
Cultivar,"2023-02-06",Organic Search,desktop,107
Cultivar,"2023-02-06",Organic Search,mobile,116
Cultivar,"2023-02-06",Organic Search,tablet,3
Cultivar,"2023-02-06",Referral,desktop,4
Cultivar,"2023-02-06",Referral,mobile,1
Cultivar,"2023-02-06",Social,desktop,8
Cultivar,"2023-02-06",Social,mobile,48
Cultivar,"2023-02-07",Direct,desktop,31
Cultivar,"2023-02-07",Direct,mobile,67
Cultivar,"2023-02-07",Email,desktop,87
Cultivar,"2023-02-07",Email,mobile,65
Cultivar,"2023-02-07",Email,tablet,3
Cultivar,"2023-02-07",Organic Search,desktop,101
Cultivar,"2023-02-07",Organic Search,mobile,112
Cultivar,"2023-02-07",Organic Search,tablet,3
Cultivar,"2023-02-07",Referral,desktop,5
Cultivar,"2023-02-07",Social,desktop,8
Cultivar,"2023-02-07",Social,mobile,36
Cultivar,"2023-02-08",Direct,desktop,27
Cultivar,"2023-02-08",Direct,mobile,61
Cultivar,"2023-02-08",Direct,tablet,1
Cultivar,"2023-02-08",Email,desktop,63
Cultivar,"2023-02-08",Email,mobile,52
Cultivar,"2023-02-08",Email,tablet,3
Cultivar,"2023-02-08",Organic Search,desktop,102
Cultivar,"2023-02-08",Organic Search,mobile,99
Cultivar,"2023-02-08",Organic Search,tablet,5
Cultivar,"2023-02-08",Referral,desktop,6
Cultivar,"2023-02-08",Social,desktop,3
Cultivar,"2023-02-08",Social,mobile,17
Cultivar,"2023-02-09",Direct,desktop,32
Cultivar,"2023-02-09",Direct,mobile,59
Cultivar,"2023-02-09",Direct,tablet,3
Cultivar,"2023-02-09",Email,desktop,77
Cultivar,"2023-02-09",Email,mobile,85
Cultivar,"2023-02-09",Email,tablet,1
Cultivar,"2023-02-09",Organic Search,desktop,92
Cultivar,"2023-02-09",Organic Search,mobile,79
Cultivar,"2023-02-09",Organic Search,tablet,2
Cultivar,"2023-02-09",Referral,desktop,3
Cultivar,"2023-02-09",Social,desktop,2
Cultivar,"2023-02-09",Social,mobile,24
Cultivar,"2023-02-10",Direct,desktop,32
Cultivar,"2023-02-10",Direct,mobile,37
Cultivar,"2023-02-10",Email,desktop,82
Cultivar,"2023-02-10",Email,mobile,69
Cultivar,"2023-02-10",Email,tablet,2
Cultivar,"2023-02-10",Organic Search,desktop,70
Cultivar,"2023-02-10",Organic Search,mobile,108
Cultivar,"2023-02-10",Organic Search,tablet,3
Cultivar,"2023-02-10",Referral,desktop,5
Cultivar,"2023-02-10",Social,desktop,2
Cultivar,"2023-02-10",Social,mobile,47
Cultivar,"2023-02-11",Direct,desktop,9
Cultivar,"2023-02-11",Direct,mobile,40
Cultivar,"2023-02-11",Direct,tablet,3
Cultivar,"2023-02-11",Email,desktop,29
Cultivar,"2023-02-11",Email,mobile,39
Cultivar,"2023-02-11",Organic Search,desktop,29
Cultivar,"2023-02-11",Organic Search,mobile,97
Cultivar,"2023-02-11",Organic Search,tablet,2
Cultivar,"2023-02-11",Referral,desktop,1
Cultivar,"2023-02-11",Social,mobile,13
Cultivar,"2023-02-12",Direct,desktop,7
Cultivar,"2023-02-12",Direct,mobile,114
Cultivar,"2023-02-12",Direct,tablet,1
Cultivar,"2023-02-12",Email,desktop,10
Cultivar,"2023-02-12",Email,mobile,18
Cultivar,"2023-02-12",Email,tablet,1
Cultivar,"2023-02-12",Organic Search,desktop,37
Cultivar,"2023-02-12",Organic Search,mobile,110
Cultivar,"2023-02-12",Organic Search,tablet,5
Cultivar,"2023-02-12",Referral,mobile,1
Cultivar,"2023-02-12",Social,desktop,1
Cultivar,"2023-02-12",Social,mobile,9
Cultivar,"2023-02-13",Direct,desktop,41
Cultivar,"2023-02-13",Direct,mobile,75
Cultivar,"2023-02-13",Direct,tablet,5
Cultivar,"2023-02-13",Email,desktop,66
Cultivar,"2023-02-13",Email,mobile,69
Cultivar,"2023-02-13",Organic Search,desktop,102
Cultivar,"2023-02-13",Organic Search,mobile,102
Cultivar,"2023-02-13",Organic Search,tablet,2
Cultivar,"2023-02-13",Referral,desktop,6
Cultivar,"2023-02-13",Social,desktop,2
Cultivar,"2023-02-13",Social,mobile,20
Cultivar,"2023-02-13",Social,tablet,1
Cultivar,"2023-02-14",Direct,desktop,31
Cultivar,"2023-02-14",Direct,mobile,65
Cultivar,"2023-02-14",Direct,tablet,1
Cultivar,"2023-02-14",Email,desktop,96
Cultivar,"2023-02-14",Email,mobile,109
Cultivar,"2023-02-14",Email,tablet,2
Cultivar,"2023-02-14",Googles News,desktop,1
Cultivar,"2023-02-14",Organic Search,desktop,125
Cultivar,"2023-02-14",Organic Search,mobile,75
Cultivar,"2023-02-14",Organic Search,tablet,6
Cultivar,"2023-02-14",Referral,desktop,7
Cultivar,"2023-02-14",Social,desktop,1
Cultivar,"2023-02-14",Social,mobile,56
Cultivar,"2023-02-15",Direct,desktop,33
Cultivar,"2023-02-15",Direct,mobile,87
Cultivar,"2023-02-15",Direct,tablet,3
Cultivar,"2023-02-15",Email,desktop,76
Cultivar,"2023-02-15",Email,mobile,87
Cultivar,"2023-02-15",Email,tablet,4
Cultivar,"2023-02-15",Googles News,desktop,3
Cultivar,"2023-02-15",Organic Search,desktop,81
Cultivar,"2023-02-15",Organic Search,mobile,101
Cultivar,"2023-02-15",Organic Search,tablet,5
Cultivar,"2023-02-15",Referral,desktop,3
Cultivar,"2023-02-15",Social,desktop,5
Cultivar,"2023-02-15",Social,mobile,56
Cultivar,"2023-02-15",Social,tablet,1
Cultivar,"2023-02-16",Direct,desktop,39
Cultivar,"2023-02-16",Direct,mobile,43
Cultivar,"2023-02-16",Email,desktop,87
Cultivar,"2023-02-16",Email,mobile,67
Cultivar,"2023-02-16",Email,tablet,3
Cultivar,"2023-02-16",Googles News,desktop,1
Cultivar,"2023-02-16",Organic Search,desktop,82
Cultivar,"2023-02-16",Organic Search,mobile,92
Cultivar,"2023-02-16",Organic Search,tablet,2
Cultivar,"2023-02-16",Referral,desktop,4
Cultivar,"2023-02-16",Social,desktop,4
Cultivar,"2023-02-16",Social,mobile,32
Cultivar,"2023-02-17",Direct,desktop,33
Cultivar,"2023-02-17",Direct,mobile,34
Cultivar,"2023-02-17",Direct,tablet,3
Cultivar,"2023-02-17",Email,desktop,77
Cultivar,"2023-02-17",Email,mobile,89
Cultivar,"2023-02-17",Email,tablet,1
Cultivar,"2023-02-17",Organic Search,desktop,99
Cultivar,"2023-02-17",Organic Search,mobile,82
Cultivar,"2023-02-17",Organic Search,tablet,2
Cultivar,"2023-02-17",Referral,desktop,4
Cultivar,"2023-02-17",Social,desktop,5
Cultivar,"2023-02-17",Social,mobile,13
Cultivar,"2023-02-18",Direct,desktop,13
Cultivar,"2023-02-18",Direct,mobile,34
Cultivar,"2023-02-18",Email,desktop,28
Cultivar,"2023-02-18",Email,mobile,53
Cultivar,"2023-02-18",Email,tablet,1
Cultivar,"2023-02-18",Googles News,desktop,1
Cultivar,"2023-02-18",Googles News,mobile,1
Cultivar,"2023-02-18",Organic Search,desktop,30
Cultivar,"2023-02-18",Organic Search,mobile,68
Cultivar,"2023-02-18",Organic Search,tablet,5
Cultivar,"2023-02-18",Referral,mobile,1
Cultivar,"2023-02-18",Social,desktop,1
Cultivar,"2023-02-18",Social,mobile,23
Cultivar,"2023-02-19",Direct,desktop,10
Cultivar,"2023-02-19",Direct,mobile,57
Cultivar,"2023-02-19",Email,desktop,12
Cultivar,"2023-02-19",Email,mobile,15
Cultivar,"2023-02-19",Organic Search,desktop,42
Cultivar,"2023-02-19",Organic Search,mobile,92
Cultivar,"2023-02-19",Organic Search,tablet,1
Cultivar,"2023-02-19",Referral,desktop,1
Cultivar,"2023-02-19",Social,mobile,15
Cultivar,"2023-02-20",Direct,desktop,27
Cultivar,"2023-02-20",Direct,mobile,55
Cultivar,"2023-02-20",Email,desktop,71
Cultivar,"2023-02-20",Email,mobile,62
Cultivar,"2023-02-20",Organic Search,desktop,85
Cultivar,"2023-02-20",Organic Search,mobile,66
Cultivar,"2023-02-20",Organic Search,tablet,2
Cultivar,"2023-02-20",Referral,desktop,6
Cultivar,"2023-02-20",Social,desktop,7
Cultivar,"2023-02-20",Social,mobile,247
Cultivar,"2023-02-20",Social,tablet,1
Cultivar,"2023-02-21",Direct,desktop,40
Cultivar,"2023-02-21",Direct,mobile,142
Cultivar,"2023-02-21",Direct,tablet,1
Cultivar,"2023-02-21",Email,desktop,87
Cultivar,"2023-02-21",Email,mobile,119
Cultivar,"2023-02-21",Email,tablet,3
Cultivar,"2023-02-21",Googles News,desktop,1
Cultivar,"2023-02-21",Googles News,mobile,5
Cultivar,"2023-02-21",Organic Search,desktop,96
Cultivar,"2023-02-21",Organic Search,mobile,107
Cultivar,"2023-02-21",Organic Search,tablet,5
Cultivar,"2023-02-21",Referral,desktop,4
Cultivar,"2023-02-21",Referral,mobile,2
Cultivar,"2023-02-21",Social,desktop,6
Cultivar,"2023-02-21",Social,mobile,262
Cultivar,"2023-02-21",Social,tablet,4
Cultivar,"2023-02-22",Direct,desktop,35
Cultivar,"2023-02-22",Direct,mobile,46
Cultivar,"2023-02-22",Direct,tablet,2
Cultivar,"2023-02-22",Email,desktop,124
Cultivar,"2023-02-22",Email,mobile,125
Cultivar,"2023-02-22",Email,tablet,1
Cultivar,"2023-02-22",Organic Search,desktop,91
Cultivar,"2023-02-22",Organic Search,mobile,91
Cultivar,"2023-02-22",Organic Search,tablet,2
Cultivar,"2023-02-22",Referral,desktop,3
Cultivar,"2023-02-22",Social,desktop,11
Cultivar,"2023-02-22",Social,mobile,77
Cultivar,"2023-02-23",Direct,desktop,31
Cultivar,"2023-02-23",Direct,mobile,34
Cultivar,"2023-02-23",Direct,tablet,3
Cultivar,"2023-02-23",Email,desktop,95
Cultivar,"2023-02-23",Email,mobile,69
Cultivar,"2023-02-23",Email,tablet,1
Cultivar,"2023-02-23",Organic Search,desktop,94
Cultivar,"2023-02-23",Organic Search,mobile,91
Cultivar,"2023-02-23",Organic Search,tablet,5
Cultivar,"2023-02-23",Referral,desktop,3
Cultivar,"2023-02-23",Social,desktop,3
Cultivar,"2023-02-23",Social,mobile,74
Cultivar,"2023-02-24",Direct,desktop,24
Cultivar,"2023-02-24",Direct,mobile,18
Cultivar,"2023-02-24",Email,desktop,57
Cultivar,"2023-02-24",Email,mobile,48
Cultivar,"2023-02-24",Email,tablet,1
